,text,A005,A008,A012,A009,A003,A002,A007,A004,A010,A001
4959,"Was für eine Aufregung wegen einen schönen Po. NATÜRLICH zählt nur die Leistung, aber sind sie Frau Johanna Färber doch froh über ihren schönen Körper. Sehen sie es doch einmal so: Hunderttausende Frauen wären über ihr schön geformtes Hinterteil sehr froh. Mit freundlichen Grüßen",-1,-1,3,1,-1,1,-1,-1,2,-1
4960,"und dann hacken sich die Damen gegenseitig um, wenn Eine glaubt mehr werden zu wollen als die Anderen.Und dann lassen Sie sich eher von einer dahergelaufenen Weh mit Zumpferl etwas sagen, als von einer anderen Frau.Pures Patriachat.....",-1,-1,3,3,-1,1,-1,-1,2,-1
4961,"Naja, die prinzessinen wollen halt nur die absoluten Alphamännchen und geben sich mit weniger nicht zufrieden bzw. zu keinen Kompromissen bereit. Bis Mitte/Ende 50, wenn sie dann schon ein bisschen überwuzelt sind, dann interessieren sich die Männer nicht mehr für sie",-1,-1,2,3,-1,3,-1,-1,4,-1
4962,"Wenn man die Hände am Hintern abwischt, und dann Handabdrücke vom Magnesium zu sehen sind, ist es sehr wohl berechtigt, das abzubilden. Soll sie halt im Mantel klettern.",-1,-1,2,2,-1,2,-1,-1,2,-1
4963,"Meine Frau ist SUPER erfolgreich, verdient 3x so viel wie ich.Sie ist meine Amazone und ich würde sie nicht lieben, wenn sie schwach oder dumm wäre.",-1,-1,0,0,-1,0,-1,-1,0,-1
4964,"Nur weil die Dame sich auf ihrem privaten Insta Account in sportlichen Outfits/Bikini zeigt, heißt das, dass sie in einem sportlichen Wettkampf objektifiziert werden darf? ({USER})",-1,-1,0,0,-1,0,-1,-1,0,-1
4965,"Also weder meine Mutter (mtA), noch meine Schwester (Psychologin), noch meine Freundin (Handelskauffrau) wollen eine Chefin haben!Alle haben schlechte Erfahrungen mit weiblichen Vorgesetzten gemacht!Stutenbissigkeit is a thing, you know!",-1,-1,3,1,-1,3,-1,-1,2,-1
4966,"Hübsch, die Dame…..",-1,-1,2,1,-1,1,-1,-1,1,-1
4967,"Wenn die Dame nicht will dass ihr Hinterteil aufgenommen. Wird, einfach nicht antreten bei Veranstaltungen.",-1,-1,2,3,-1,4,-1,-1,2,-1
4968,"Aso? Alles was sich schon nackig im Playboy gezeigt hat darf jetzt schonunslos ausschließlich anhand der Geschlechtsteile erkannt werden, denn wir richten unsere Augen nun nicht mehr auf das Gesicht, weil ma die Geschlechtsteile eh scho kennen? Bei Männern wollma nur die Waschbrettbäche sehen...",-1,-1,0,0,-1,0,-1,-1,2,-1
4969,Niemandem ist diese Dame bekannt.,-1,-1,0,0,-1,0,-1,-1,0,-1
4970,Der ORF hatte damals minutenlang in Zoom und Zeitlupe nur den Hintern gefilmt. Es war keine Kletterszene. Sie stand auf der Matte.,-1,-1,0,0,-1,0,-1,-1,0,-1
4971,"Meine Güte ist’s so schwer zu verstehen? Selbst wenn sie als zweites Standbein als Erotikmodel arbeiten würde das sich öffentlich nackt präsentiert, wäre es einfach unnötig und ungut, beim Kletterwettbewerb ihren Hintern formatfüllend im tv zu zeigen. Also nur ihren Hintern, nix anderes, hat halt mit dem Sport nix mehr zu tun. Natürlich kann man sagen dass es schlimmeres gibt, aber das kann man bei jedem Thema sagen.",-1,-1,0,0,-1,0,-1,-1,0,-1
4972,steht SM für eine spezielle sexualpraktik?,-1,-1,0,0,-1,0,-1,-1,0,-1
4973,"Man kommt sich mitten unter Moslems vor. Solange noch irgendein Spitzerl Weiblichkeit sichtbar ist, Fetzen drüber und verstecken. Aber jeder von uns hat eine Mutter, die einen Mann gefunden hatte.",-1,-1,1,0,-1,0,-1,-1,3,-1
4974,komischerweise hat sich noch keine schifahrerin über die mega-nahaufnahmen von ihren Hintern im Starthaus beschwert...,-1,-1,0,1,-1,1,-1,-1,0,-1
4975,"Ihr letzter Punkt ist sehr wahr. Habe im Bekanntenkreis eine recht erfolgreichen Mann, mit einer zwar sehr attraktiven, aber sozial aus einer recht armen Schicht stammenden Frau. Zusammen mal fein Essen gehen war teilweise richtig peinlich wenn der Dame was nicht gepasst hat.",-1,-1,0,0,-1,0,-1,-1,0,-1
4976,"Der Charme, der Witz, der Sexappeal, ... etc. der ""erfolgreichen"" Damen wird von den Männern nicht erkannt und gewürdigt? Und schuld sind jetzt die Männer :-)?You made my day :-) Ich schieß mir auch lieber ins linke Knie als mit irgendeiner vermeintlich erfolgreichen Hardcore-Emanze den Abend oder die Nacht zu verbringen mit der ich laufend in Wettbewerb treten muss und in der Früh beim Kaffee dann Grundsatzdiskussionen führen soll.",-1,-1,1,2,-1,3,-1,-1,3,-1
4977,die oberste chefstelle bekommen. nach ein paar jahren ist sie dann wieder zurückgerudert und hat normal gearbeitet.hat gemeint ist den stress nicht wert.muss dazu sagen: das war eine richtig gute dame - aber sie hat selbst gesagt es gibt da oben nur wenige damen die mithalten können und wollen!,-1,-1,0,0,-1,0,-1,-1,1,-1
4978,Stimmt. Sugarbaby oder Wochenendvergnügen sind auch viele Frauen nicht gerne.,-1,-1,1,0,-1,0,-1,-1,0,-1
4979,"dabei gibt es so viele Pornofilme , wo eine Anwältin einen Installateur ins Haus kommen lässt, und der verlegt dann  nicht nur im Badezimmer ein Rohr, sondern auch gleich auch  in ihrem Schachthabe ich mir erzählen lassen von jemandem der solche filme ab und zu ansieht und den die interviewte so erfolgreiche dame  daher sicher  niemals Daten würde",-1,-1,0,1,-1,3,-1,-1,2,-1
4980,"Mag eh ok sein, aber da hat sicher keiner auf den Arsch der Weiber mit der Kamera gezoomt und das minutenlang, .... oder glaubst doch?",-1,-1,2,2,-1,2,-1,-1,1,-1
4981,Vielleicht sollten die Damen ohne Hintern klettern!,-1,-1,2,1,-1,2,-1,-1,2,-1
4982,"Aber: mir fällt es immer schwer, die Empörung des vermeintlichen Opfers erst zu nehmen, wenn mir der Blick auf ihr Instagramm offenlegt, dass sie wohl selbst gerne mit ihren optischen Reizen spielt und sich wenig bekleidet ihre likes abholt und die Aufmerksamkeit ihrem Körper gegenüber offensichtlich genießt.... Ja, dort hat sie es selbst unter Kontrolle, was sie zeigt und was nicht, aber auf Instagramm entblößt sie deutlich mehr, als bei ihrer Kletterei. Ernstes Thema (Sexualisierung im Damensport), aber nicht sehr authentisch.",-1,-1,2,1,-1,2,-1,-1,2,-1
4983,"Eine schüchternere Frau wird angesprochen oder online angeschrieben, ein schüchterner Mann kann darauf wahrscheinlich ewig warten. Es gibt noch immer klare Rollenbilder beim Kennenlernen, die schüchterne Frau hat da wesentlich weniger Probleme als ein schüchterner Mann.",-1,-1,0,0,-1,0,-1,-1,2,-1
4984,"Vielleicht will sie ja nicht ihren Hintern, sondern ihre sportliche Leistung vermarkten, sonst könnte sie sich ja gleich eine andere Branche suchen. Nur so ein Gedanke.",-1,-1,0,0,-1,0,-1,-1,0,-1
4985,Hehehe grade nochmal gut gegangen was {USER}?Weiber echt...Aaaaaaaaaaaah die steht ja immer noch da!!!,-1,-1,2,2,-1,2,-1,-1,2,-1
4986,"Nein, das sehen Sie wieder mal falsch. Die Aufnahme wurde nicht gemacht, als die Dame gerade kletterte, sondern während Sie Pause hatte und eine andere Atheletin dran war. Warum es eine sportliche Relevanz hat, wie der Hintern der Dame in der Pause ausschaut, könnten´s eventuell erklären...",-1,-1,0,0,-1,0,-1,-1,0,-1
4987,"Für Männer ist es meist nicht wichtig ob eine Frau gut verdient, wo sie in der Karriereleiter steht oder wie erfolgreich sie ist.Männer suchen feminine Frauen. Frauen die einen angenehmen Charakter haben, hübsch und jung sind.Erfolg kommt nicht in der Jugend, die meisten Damen die erfolgreich sind, sind halt 30+. Und die haben dann die 20+ Frauen als Konkurrenz. Während Erfolg Männern egal ist, ist Jugend ein gutes Argument, logisch geht die erfolgreiche Frau dann leer aus.Und die junge, erfolgreiche Bestverdienerin sucht sich keinen Otto-Normalverdiener, sondern will noch höher hinaus. Aber diese Top-Männer haben so viel Auswahl das sie sich niemals festlegen. Und so sitzt sie zuhause mit 3 Katzen, und hat es in der Datingwelt schwer",-1,-1,2,1,-1,3,-1,-1,3,-1
4988,"You go Girl!Ich klag mich ja gerade in die Frauendomäne Modeindustrie rein!Da sitzt fast kein Mann im Vorstand! Nur weil sich keiner bewirbt, heißt das ja nicht dass wir hier keine Quote brauchen! Offenbar...",-1,-1,0,2,-1,2,-1,-1,0,-1
4989,Ist ein Call-Girl eine Call-Center-Managerin?,-1,-1,0,2,-1,2,-1,-1,0,-1
4990,Stutenbissigkeit!,-1,-1,2,1,-1,2,-1,-1,2,-1
4991,"Na geh, schon in den 80ziger & 90zigern datete Elizabeth Taylor vor allem Bauarbeiter.Wenn der Bauarbeiter durchtrainiert ist, findet der immer eine Frau, vielleicht sogar eine erfolgreiche wie Elizabeth Taylor..",-1,-1,0,0,-1,0,-1,-1,2,-1
4992,"Frauen, die keine Feministinnen sind tun das natürlich. Sie sind ja durch das Patriarchat geprägt und haben sich dieser Prägung nie widersetzt, sich nicht emanzipiert. Also erfüllen sie die Rolle weiter, die ihnen das Patriarchat zugestanden hat. Sie spielt MIT den  toxischen männlichen Regeln. Thatcher ist DAS Paradebeispiel.",-1,-1,2,0,-1,0,-1,-1,3,-1
4993,"wir könnten jetzt stundenlang über das Thema einkommensungleichheit zwischen Männern und Frauen sowie Einkommensungleichheit im Allgemeinen diskutieren.Aber es spielt für mich als Mann bei der Partnerwahl überhaupt keine Rolle, und auch sonst für keinen Mann.Bei der Frage , ob ich auf eine Frau stehe, ist es für mich völlig irrelevant welche Meinung sie zu diesem Thema hat, oder ob sie Feministin  ist, zumindest solange sie mir damit nicht ständig penetrant auf den Keks gehtIst sie deshalb besser im Bett?habe ich deshalb mehr spass mit ihr?fühle ich mich deshalb wohler in ihrer Gesellschaft?ist sie deshalb eine bessere und loyalere Partnerin für mich?ist sie deshalb sie besser mutter für die kinder, die wir vielleicht haben möchten?",-1,-1,2,0,-1,0,-1,-1,1,-1
4994,Es widert mich an  Diese Arsch Sager,-1,-1,0,0,-1,0,-1,-1,0,-1
4995,Als Frau und Feministin kann ich so misogyne Trolle wie dich überhaupt ab! Das ist einfach niederträchtig und erbärmlich!,-1,-1,0,0,-1,0,-1,-1,0,-1
4996,"Einfach blöd. Die Frau ist echt lustig. Überall Werbung an ihren Körper angebracht und regt sich dann auf, dass es gefilmt wird. Aber passt, die aufmerksam hat sie nun und das wollte sie wohl auch also ist die sich keine blöde... Blog z sind nur die Frauen die an das gute nun gedacht haben....",-1,-1,0,2,-1,2,-1,-1,2,-1
4997,"Ich date auch nur blonde, schlanke Frauen zwischen 20-35 mit Dr. Titel und einem Bruttoeinkommen von 100.000€+.",-1,-1,0,0,-1,0,-1,-1,2,-1
4998,Und diese Topmänner haben dann meist auch schon eine Ehefrau die dann halt auch jünger ist,-1,-1,2,0,-1,0,-1,-1,2,-1
4999,Männer sind ganz super.,-1,-1,0,0,-1,0,-1,-1,0,-1
5000,"wir von Feilchenstamtisch entschuldigen uns, die Fernsehübertragung gesehen zu haben.Wir schauen gerne Damenkletern, und da gehören nunmal ein par Handabdrüke dazu. Da lachen wir von Feilchenstamtisch dan imer.Horrfranzl jun.",-1,-1,0,1,-1,1,-1,-1,2,-1
5001,Ergebnis: Annalena Bauchfleck,-1,-1,0,0,-1,0,-1,-1,0,-1
5002,"Auf dem Foto dürfte die Kletterin übrigens über eine missglückte Übung entsetzt sein, nicht dass man ihren Popo gefilmt hat.",-1,-1,2,0,-1,0,-1,-1,0,-1
5003,"alles läuft über Sex, jedes Musikvideo. Sex sells, stelle ich fest. Sich dann darüber aufzuregen, ist nicht immer angebracht. Die Damen  übertreiben das sehr wohl auch selbst, man sehe sich Camilla Giorgi an, die fesche italienische Tennisspielerin (allerdings mit eigener Modelinie). Dann haben wir noch die Diskussion im Beach Volleyball bei den Höschen der Damen. Mein Gott {USER}...............War ihr Hintern ohne Bekleidung. heute darf man schon gar nichts mehr. Man darf die Sportlerin nicht einmal mehr filmen aus der Nähe, das ergibt sich halt beim Klettersport manchmal. Heute ist alles verboten. Me too ich pfeife auf den Schmarrn. Eine fesche Frau soll sich auch präsentieren. Gleich wird wieder herumgeeiert. Sexistisch, nein",-1,-1,3,3,-1,2,-1,-1,3,-1
5004,"kA die engstmögliche schwarze Hotpants anziehen, die Kreide so am Hintern abwischen das man die Handflächenabdruck weiss auf schwarz am Hintern sieht und dann aufregen wenn gezeigt wird was zu sehen ist, sorry aber wenn sie das wirklich stört soll sie sich so wie ein Großteil der anderen Teilnemer/innen eine luftigere Kletterhose anziehen wo sich nicht alles so prominent abzeichnet.",-1,-1,3,2,-1,1,-1,-1,0,-1
5005,"eine große Oberweite macht eine frau meist für das andere Geschlecht eher attraktiv als beruflicher erfolg oder ein akademischer Titel.Der berufliche erfolg einer frau stört die meisten Männer aber nicht, es stört nur wenn sie deshalb arrogant ist oder sich für eine Prinzessin hält.",-1,-1,2,2,-1,2,-1,-1,2,-1
5006,"Nahe dran an der ""starke Frau"" Karte...",-1,-1,0,0,-1,0,-1,-1,0,-1
5007,vielleicht sollte sie mit dem rücken zur wand klettern damit man ihren arsch nicht sieht! oh wait..........,-1,-1,2,2,-1,2,-1,-1,3,-1
5008,"Die mit den rotlackierten Fingernägel heißt {USER}, {USER} ist der Kater.",-1,-1,2,1,-1,1,-1,-1,2,-1
5009,"… wird die sache dann, wenn sich athletinnen auf ihren social media profilen schon ganz gerne auch sexy präsentieren  …",-1,-1,0,0,-1,1,-1,-1,1,-1
5010,"Frauen beherrschen die hohe Kunst der Stutenbissigkeit so perfekt, die erledigen sich auf dem Weg nach oben gegenseitig so nachhaltig, wie das keine toxische Männlichkeit schafft.",-1,-1,2,4,-1,3,-1,-1,3,-1
5011,"auch Angebote dies zu erhöhen werden abgelehnt. Und wenn man mit denen spricht die hier arbeiten - die sagen ganz offen und ehrlich die ****** tun die sich einfach nicht an.sinnlose meetings, rigorose entscheidungen, stress, druck.... für bisschen mehr geld.Ich verstehe die damen vollkommens.",-1,-1,0,0,-1,0,-1,-1,0,-1
5012,"""Nach dem ersten Versuch Färbers war während eines Zwischenschnitts in Zeitlupe das Gesäß der vor der Boulderwand stehenden Athletin formatfüllend und ohne jeden Zusammenhang mit dem sportlichen Wettkampf zu sehen.""Da steht eigentlich alles drinnen, was man dazu wissen muss....",-1,-1,0,0,-1,0,-1,-1,0,-1
5013,Treff ich im SafeSpace dann auch die anderen Schneeflöckchen? Ich bin da nicht gerne alleine….,-1,-1,0,2,-1,3,-1,-1,0,-1
5014,Wenn sie glauben... Finde es nur noch lustig in welche Richtung das alles läuft.. Nochmal das Fräulein ist blitzgescheid und wird sich nun ins fäustchen lachen. Kann nur hoffen dass der ORF sofort mit den Randsport Übertragungen wieder aufhört und auch die Sporthilfe die Unterstützung einstellt. Dann ist wieder Friede und die Sportlerin kann sich voll und ganz ihren instagram Konto widmen r durch die ganze Aktion mächtig mehr Zugriffe bekommen hat...,-1,-1,0,2,-1,2,-1,-1,1,-1
5015,"Männer sollen eine Therapie machen, damit Karrieristinnen es bei der Partnerwahl leichter haben? Mir scheint, die Autorin hat ein sehr spezielles Problem, also eines für Profis.",-1,-1,0,2,-1,2,-1,-1,0,-1
5016,"....Männer und Frauen würden sich in einer perfekten Welt unter perfekten und fairen Voraussetzung in allen Bereichen genau 50/50 teilen. Das tun sie aber nicht, da M&F gesammelt unterschiedliche Wesenszüge aufweisen.Die richtigen Fragen stellen ist ja ok, aber die falschen Antworten vorweg als Standard anzunehmen geht nicht. Und genau das ist eines der größten Probleme des modernen Feminismus.",-1,-1,1,2,-1,2,-1,-1,2,-1
5017,"heul leiser, Geschlechtsgenossin.",-1,-1,2,1,-1,1,-1,-1,0,-1
5018,"beim Casual Dating, die viel im Land herumreist und so manches Abenteuer erlebt, die sollte man mal fragen, ob sie zu kurz kommt?",-1,-1,0,2,-1,1,-1,-1,0,-1
5019,"Das ""Peter Principle"" heißt so weil es von Laurence J. Peter ist und hat rein garnichts mit dem Geschlecht zu tun also sparen Sie sich diesen dummen Sexismus.",-1,-1,0,0,-1,0,-1,-1,0,-1
5020,"GebenS einfach ""slomo female ass closeup"" oder sowas in eine Suchmaschine Ihrer Wahl ein und mit etwas Glück hören wir die nächsten 15 Jahre nix mehr von ... ähm ... Ihrer Freundin.",-1,-1,2,0,-1,0,-1,-1,0,-1
5021,Und das obwohl frauen doch so viel günstiger wären. Da muss einiges nicht stimmen bei den unternehmen :),-1,-1,1,2,-1,0,-1,-1,2,-1
5022,"sie können sich gerne bei einer feministischen Diskussionsrunde unter ihresgleichen über dieses Thema ausführlich auslassen.Aber bei einem Date mit einem Mann macht es sie bestimmt nicht attraktiv für ihr gegenüber Vermutlich hätte der Mann umgekehrt bei ihnen auch keinen Bonus ,wenn er sich bei ihnen beklagt ,wie gemein doch alle Frauen zu ihm seien und ihn in seinem Erfolg behindern",-1,-1,2,1,-1,2,-1,-1,0,-1
5023,Einfach keinen Frauensport mehr im TV zeigen...,-1,-1,2,1,-1,2,-1,-1,0,-1
5024,"Kann auch sein, dass sich viele Menschen nichts dabei denken, wenn eine entblöste Brust gezeigt wird. Die Inhaberin der Brust darf sich trotzdem selber aussuchen, ob es ihr recht ist, dass ihre Brust im Fernsehen gezeigt wird. ""Wenn sie im Rahmen einer öffentlichen Veranstaltung auftritt, muss sie damit rechnen, dass sie damit die Kontrolle über ihr Bild weitgehend aufgibt.""Jein, Sie muss natürlich damit rechnen, dass sie beim Wettkampf gefilmt wird. Sie muss aber nicht alles akzeptieren, schon gar nicht, wenn es eine reine Fleischbeschau ist und keine Verbindung zum Wettkampf besteht. (jaja, das Magnesium-Pulver soll gezeigt werden, schon klar...)",-1,-1,0,0,-1,0,-1,-1,0,-1
5025,ein junger mann muss hingegen zuerst einmal lernen selbstbewusstsein und status aufzubauen...Frauen kommen natürlich gleich so auf die Welt.,-1,-1,0,0,-1,0,-1,-1,2,-1
5026,"Nachdem der Löschomat sehr aktiv ist, gerne nochmal die Frage:Wieviele Frauen würden es in ihrem weibl. Freundeskreis denn überstehen einen ""unterm Stand"" zu haben?Bei solchen Themen müssen wir bitte schon auch dringend über toxische Weiblichkeit reden. Selbst als nebenstehendes Männlein schon öfters mithören müssen, dass der Neue kritisiert wurde von wegen ""der is NUR...""",-1,-1,1,1,-1,1,-1,-1,2,-1
5027,"Sie sind weiblicher Vorstand in einem Dax-Unternehmen?Die allermeisten Frauen UND DIE ALLERMEISTEN MÄNNER sind es nicht.Herzig wenn sich Frauen um die Riesengehälter der DAmen in der obersten Etage kümmern. Im Supermarkt, in der Pflege, bei der Polizei, sogar am Bau.... werden Mandl und Weibl gleich bezahlt.Leider melden sich wenige Frauen, um am Bau zu hackeln.",-1,-1,2,2,-1,2,-1,-1,2,-1
5028,"Ich freue mich immer, wenn ich hübsche Sportlerinnen in knappen Outfit sehe. Natürlich sehen sich viele Männer Sportsendungen an, um schöne Frauen zu sehen. Sex sells! Je knapper die Bekleidung ums",-1,-1,3,4,-1,2,-1,-1,3,-1
5029,"Es gäbe viel zu tun beim Feminismus. Man müsste halt auch mal Prioritäten setzen.""Alles zugleich"" geht halt nicht.",-1,-1,0,1,-1,1,-1,-1,0,-1
5030,"Logisch. Die Dame will ihre Villa auch nach der Scheidung weiter ""eigentümern"", deshalb muss sie erfolgreichere Männer daten ;) Die nehmen sie wenigstens finanziell nicht aus.",-1,-1,0,1,-1,1,-1,-1,2,-1
5031,hat automatisch eine erfolglose Frau?,-1,-1,0,0,-1,0,-1,-1,0,-1
5032,"Neinneinnein!!!1 Das ist mal wieder rein die Schuld der Männer die irgendwie Angst vor erfolgreichen Frauen haben und sich durch ihren Erfolg irgendwie erniedrigt fühlen, oder so!Ich mein welcher Installateur wär schon gerne mit einer reichen, attraktiven Anwältin zusammen?Jaguuut jetzt kommen Sie wieder mit ""na jeder""!Das mag schon sein, aber des is jetzt ned des Thema Herr Weber! Wir versuchen hier Männern die Schuld an absolut allem zu geben! Gender Dating Gap... Kannst nicht erfinden!Es bleiben im Raum: Frau Hausbichler, {USER}, {USER} und die {USER}!",-1,-1,1,2,-1,2,-1,-1,1,-1
5033,Selbst schuld wenn eine erfolgreiche Frau einen Mann sucht.....,-1,-1,2,2,-1,2,-1,-1,0,-1
5034,Find ich hübsch. {URL} kommt nicht gleich ein Nazi Vergleich. *ggg*Ich hab keine Lust über solche Themen herum zu diskutieren. Da schau ich mir lieber Popo Photos diverser Instagram Schönheiten an.,-1,-1,2,2,-1,2,-1,-1,2,-1
5035,"Naja, den Hintern einer Beachvolleyballerin beim Aufschlag des gegnerischen Teams in der Nähe der Bildschirmmitte zu haben, ist wohl schwer als rein ""sexistisch"" motiviert zu bezeichnen. Eine 15 Sekunden lange Zeitlupe eines Hinterteils, die den Bildschirm vollständig ausfüllt, und keinen Bezug zum eigentlichen Wettkampf hat, ist wohl eher der Kategorie ""sexistisch"" bzw. ausbeuterisch zuzuordnen.",-1,-1,0,0,-1,0,-1,-1,0,-1
5036,"In Zitaten wird ""[sic]"" oft in eckigen Klammern geschrieben und weist darauf hin, dass die vorangehende Stelle eines Zitats korrekt übernommen wurde. ... Auch kann mit ""[sic]"" verdeutlicht werden, dass hier eine Besonderheit vorliegt, die dem Zitierenden bewusst ist. Damit kann er sich z. B. inhaltlich distanzieren ...Zu den anderen Punkten: - Gratwanderung misslungen. Wie so oft. Da sind wir uns einig. - 19. und 20. (Sterrer) ist nicht deren Anspruch. Und schon gar nicht der des Verbandes.Das mit den Chalkmarks am Hintern macht sie öfter. Finde nur ich es ein bisschen komisch, einen Körperteil zuerst mit einem symbolisch aufgeladenen Sujet zu inszenieren und sich dann darüber zu beschweren, wenn dem jemand auf den Leim geht?",-1,-1,2,1,-1,2,-1,-1,2,-1
5037,Ich schon. Die Kamera war hat einen Zoom auf ihren Hintern gemacht und für ein paar Sekunden gehalten. Inhaltlich gings eigentlich um die Route.,-1,-1,0,1,-1,1,-1,-1,0,-1
5038,"karriere frauen sind in meinem empfinden oft anstrengend.noch dazu interessiert männer nicht ob sie ""karriere"" macht",-1,-1,2,1,-1,2,-1,-1,2,-1
5039,Schriche blade arme Männer haben es dagegen besonders leicht.,-1,-1,0,0,-1,0,-1,-1,0,-1
5040,"Frauen orientieren sich sozial fast ausschließlich nach oben, das Aussehen kann da schon zur Nebensache werdenSo! Und jetzt die bittere Wahrheit - wenn die erfolgreiche Frau die Schönheitsideale nicht erfüllt, liegt es idR daran, dass sie keinen adäquaten Partner findet, und nicht an ihrem tollen beruflichen Status. Freilich ist der Glaube an eine solche Ursache charmanter für sie….Die schönen berufliche erfolgreichen Frauen können sichs wiederum aussuchen…",-1,-1,2,1,-1,2,-1,-1,2,-1
5041,"Wir können nicht einer Person die Beurteilung einer Gruppensituation  aus Darstellerin, Kamera, Regie und Zusehern überlassen.Dann hätten wir die Diktatur der Opfer. M. E. hat die Sportlerin das Recht zu monieren, dass ihr die Situation unangenehm ist und sie sich eine andere Präsentation ihres Körpers wünscht.Wenn es einen Konsens gibt, wird man den Wünschen der Protagonistin entsprechen. Ansonsten hat sie noch die Möglichkeit, sich durch Änderung ihres Verhaltens oder ihrer Kleidung der empfundenen Sexualisierung zu entziehen, oder aber sich damit abzufinden.",-1,-1,3,4,-1,2,-1,-1,0,-1
5042,"Völlig richtig. Das Gesäß zu inszenieren obliegt einzig und allein Jo selber. Ein Blick auf ihren Insta zeigt, dass sie gut weiß, wie man diesen Kanal bedient. Die Pointe ist, dass sie selbst entscheiden können muss, wann und wo sie welchen Körperteil präsentieren will. Ihren SM Auftritt quasi als Freibrief zu nehmen für solche Aufnahmen (sie macht es ja eh selbst auch) halte ich für das Grundübel bei der Präsentation von Frauen im Sport. Gut, dass sich das IFSC hier positioniert und klare Stellung bezieht. Sie ist im Bouldern fit und ihre Fitness sollte im Vordergrund stehen!",-1,-1,0,0,-1,0,-1,-1,0,-1
5043,Vielleicht sind Männer eben einfach besser dafür geeignet?,-1,-1,2,0,-1,0,-1,-1,2,-1
5044,Die Daman dürfen auch länger bekleidet spielen.,-1,-1,0,0,-1,0,-1,-1,0,-1
5045,"Na haben wir alles wunderbar, von  Kopf bis Fuß. Ja man filmt bei den Kletterdamen den das Hinterteil schon öfter, das stimmt schon ich sehe mir die Boulderbewerbe alle an, aber Theater brauchen wir keines daraus zu machen. Was ist mit Beachvolleyball, sehe ich mir gerne an. Da sind die Höschen  der Damen ein Thema. Wir können aber daraus wieder Turnhosen bis zum Knie machen, mein Gott Oida, ich hau den Hut drauf. Die Damen stären die Höschen nicht, mich auch nicht.  In der Therme im Steirerhof in Bad Walterdorf sehe ich hie und da Körper, da wird mir anders zumute",-1,-1,2,1,-1,1,-1,-1,3,-1
5046,"Wer als Frau Sex will, findet den auch ohne Beziehung. Auch das Fortpflanzen funktioniert ganz hervorragend.",-1,-1,0,0,-1,0,-1,-1,0,-1
5047,"...mir von der apothekerin mit einem wattestäbchen im mund (oder wars nase? Weiß nimmer) herumstierln lassen. Hab dann einen testbefund in die hand bekommen, auf dem auch mein name vermerkt war. Dass dann bei den stellen, bei denen ich diesen befund vorweisen musste (übrigens ebenso wie später mit meinem impfpass) sehr oft gar nicht überprüft wurde, ob dieser name mit jenem auf meinem reisepass übereinstimmt, das hat dann schon öfters zu sarkastischen bemerkungen meinerseits geführt. Wenn ich jetzt erfahre, dass es auch wege gibt, so einen testbefund zu bekommen, ohne dass der tester 100% sicher sein kann, dass die probe auch wirklich von mir stammt, offenb.irgendwi auf lächerl.videos vertraut wird, dann greif ich mir erschüttert a.den kopf",-1,-1,0,0,-1,0,-1,-1,0,-1
5048,"nach der Frau, die den gleichen Job wie ein Mann macht aber zum halben Preis suche ich auch noch.Das scheint aber mehr so eine urbane Legende zu sein, oder ein Running Gag des Standard.",-1,-1,1,2,-1,1,-1,-1,2,-1
5049,Eigentlich haben erfolgreiche Frauen ähnliche Probleme wie Incels. Spannend...,-1,-1,0,2,-1,2,-1,-1,2,-1
5050,"Wir haben auch Videoaufnahmen von unseren Übungen gemacht, und da ist mir aufgefallen, dass sie ständig körpersprachliche Flirtsignale ausgesandt hat, auch Frauen wie mir gegenüber. Ihr Problem war, dass niemand ihre durchaus vorhandene Kompetenz gesehen hat-auch die Frauen nicht. Die ""Sexbombe"" hat alles überstrahlt. Bei Männern hingegen gehen Kompetenz und erotische Attraktivität Hand in Hand. Je kompetenter ein Mann wirkt, desto attraktiver ist er. Allerdings habe ich festgestellt, dass ich als ältere Frau für bestimmte Männer sehr anziehend bin nämlich für jene, die Souveränität in einer Frau suchen. Aber die scheue- Rehlein- Nummer zieht eindeutig nicht mehr.",-1,-1,2,0,-1,0,-1,-1,2,-1
5051,"War dabei als solch eine Dame im Urlaub das Person blöd angenacht hat ubd zusammengeschrien hat...Das Personal arbeitet in Griechenland um 500EU im Monat.Die Dame hat keinen Cent für diesen Urlaub ausgegeben.Da ich selber Balkanese bin und mir die Szene angesehen habe, hatte ich so ein starkes Gefühl des Fremdschämens.Erziehung ist alles. Hier wird das Problem vererbt.Solche Damen kommen selber häufig aus kaputten familiären Verhältnissen und leiten die ruhmreiche Tradition weiter.",-1,-1,0,0,-1,0,-1,-1,1,-1
5052,"Jo eh, gscheite Frauen finden keinen Mann. Aber der Punkt ist doch: Brauchen sie auch nicht. :D",-1,-1,2,0,-1,0,-1,-1,1,-1
5053,"wenn mein mann genug verdient, warum soll ich mich 40-60h abarbeiten? sobald ein kind da ist ist man sowieso abgesichert als frau - du kannst ihn auskneten wenn du willst bis ans ende.also ich verstehe die damen :)",-1,-1,2,1,-1,2,-1,-1,3,-1
5054,Gendervorlesung von einer erklärten Feministin gibt.Klingt sehr objektiv und wissenschaftlich fundiert.,-1,-1,2,1,-1,1,-1,-1,0,-1
